"","County","totpop","medage","totpoprace","totpopwhite","totpopeduc","bachdegree","medincome","perc.white","perc.bachdegree","year","coal.prod.by.year","year.peak.prod","sum.coal.prod"
"701","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,17287,2001.19523514592,595779
"702","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,20220,2001.19523514592,595779
"703","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,23034,2001.19523514592,595779
"704","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,25918,2001.19523514592,595779
"705","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,28286,2001.19523514592,595779
"706","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,30650,2001.19523514592,595779
"707","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,33741,2001.19523514592,595779
"708","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,35469,2001.19523514592,595779
"709","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,36977,2001.19523514592,595779
"710","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,37880,2001.19523514592,595779
"711","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,31341,1997.42729691212,6959278
"712","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,81971,1997.42729691212,6959278
"713","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,158732,1997.42729691212,6959278
"714","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,224468,1997.42729691212,6959278
"715","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,234813,1997.42729691212,6959278
"716","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,361075,1997.42729691212,6959278
"717","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,419572,1997.42729691212,6959278
"718","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,544084,1997.42729691212,6959278
"719","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,360089,1997.42729691212,6959278
"720","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,472185,1997.42729691212,6959278
"721","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,353224,1997.42729691212,6959278
"722","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,289202,1997.42729691212,6959278
"723","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,221160,1997.42729691212,6959278
"724","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,93667,1997.42729691212,6959278
"725","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,225710,1997.42729691212,6959278
"726","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,111767,1997.42729691212,6959278
"727","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,184847,1997.42729691212,6959278
"728","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,188439,1997.42729691212,6959278
"729","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,155439,1997.42729691212,6959278
"730","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,94782,1997.42729691212,6959278
"731","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,63969,1997.42729691212,6959278
"732","Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,125589,1997.42729691212,6959278
"733","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,33881,2003.98430337814,17956284
"734","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,109642,2003.98430337814,17956284
"735","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,155611,2003.98430337814,17956284
"736","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,255916,2003.98430337814,17956284
"737","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,287264,2003.98430337814,17956284
"738","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,388588,2003.98430337814,17956284
"739","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,361071,2003.98430337814,17956284
"740","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,397641,2003.98430337814,17956284
"741","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,354742,2003.98430337814,17956284
"742","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,455922,2003.98430337814,17956284
"743","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,545667,2003.98430337814,17956284
"744","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,610075,2003.98430337814,17956284
"745","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,448994,2003.98430337814,17956284
"746","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,439563,2003.98430337814,17956284
"747","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,613040,2003.98430337814,17956284
"748","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,593998,2003.98430337814,17956284
"749","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,550679,2003.98430337814,17956284
"750","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,439160,2003.98430337814,17956284
"751","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,439708,2003.98430337814,17956284
"752","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,408793,2003.98430337814,17956284
"753","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,421355,2003.98430337814,17956284
"754","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,589398,2003.98430337814,17956284
"755","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,490155,2003.98430337814,17956284
"756","Cambria",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,466939,2003.98430337814,17956284
"757","Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,4111,2014.70892443327,917851
"758","Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,10783,2014.70892443327,917851
"759","Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,8028,2014.70892443327,917851
"760","Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,40282,2014.70892443327,917851
"761","Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,40282,2014.70892443327,917851
"762","Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,100711,2014.70892443327,917851
"763","Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,101215,2014.70892443327,917851
"764","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,18846,1994.8696511248,2543689
"765","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,56125,1994.8696511248,2543689
"766","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,78061,1994.8696511248,2543689
"767","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,127856,1994.8696511248,2543689
"768","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,157909,1994.8696511248,2543689
"769","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,165961,1994.8696511248,2543689
"770","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,191881,1994.8696511248,2543689
"771","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,197395,1994.8696511248,2543689
"772","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,178435,1994.8696511248,2543689
"773","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,143865,1994.8696511248,2543689
"774","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,170863,1994.8696511248,2543689
"775","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,108762,1994.8696511248,2543689
"776","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,105369,1994.8696511248,2543689
"777","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,108066,1994.8696511248,2543689
"778","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,75898,1994.8696511248,2543689
"779","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,39283,1994.8696511248,2543689
"780","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,18709,1994.8696511248,2543689
"781","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,44386,1994.8696511248,2543689
"782","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,45590,1994.8696511248,2543689
"783","Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,10973,1994.8696511248,2543689
"784","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,25893,2000.52289171423,7930839
"785","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,77244,2000.52289171423,7930839
"786","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,107294,2000.52289171423,7930839
"787","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,165104,2000.52289171423,7930839
"788","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,206088,2000.52289171423,7930839
"789","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,316308,2000.52289171423,7930839
"790","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,348520,2000.52289171423,7930839
"791","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,336972,2000.52289171423,7930839
"792","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,309905,2000.52289171423,7930839
"793","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,252299,2000.52289171423,7930839
"794","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,294105,2000.52289171423,7930839
"795","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,254248,2000.52289171423,7930839
"796","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,139738,2000.52289171423,7930839
"797","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,134906,2000.52289171423,7930839
"798","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,330737,2000.52289171423,7930839
"799","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,257808,2000.52289171423,7930839
"800","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,353808,2000.52289171423,7930839
"801","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,327155,2000.52289171423,7930839
"802","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,263866,2000.52289171423,7930839
"803","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,258548,2000.52289171423,7930839
"804","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,182807,2000.52289171423,7930839
"805","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,140895,2000.52289171423,7930839
"806","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,136618,2000.52289171423,7930839
"807","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,187063,2000.52289171423,7930839
"808","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,190728,2000.52289171423,7930839
"809","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,216457,2000.52289171423,7930839
"810","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,382525,2000.52289171423,7930839
"811","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,311095,2000.52289171423,7930839
"812","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,200228,2000.52289171423,7930839
"813","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,246189,2000.52289171423,7930839
"814","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,168497,2000.52289171423,7930839
"815","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,150803,2000.52289171423,7930839
"816","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,89482,2000.52289171423,7930839
"817","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,37191,2000.52289171423,7930839
"818","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,59124,2000.52289171423,7930839
"819","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,119189,2000.52289171423,7930839
"820","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,81442,2000.52289171423,7930839
"821","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,167781,2000.52289171423,7930839
"822","Clarion",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,102179,2000.52289171423,7930839
"823","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,88014,2003.53912402734,59160819
"824","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,301873,2003.53912402734,59160819
"825","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,406723,2003.53912402734,59160819
"826","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,875176,2003.53912402734,59160819
"827","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1009333,2003.53912402734,59160819
"828","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,1268525,2003.53912402734,59160819
"829","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1436121,2003.53912402734,59160819
"830","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,1623880,2003.53912402734,59160819
"831","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1676247,2003.53912402734,59160819
"832","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,1632098,2003.53912402734,59160819
"833","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1649603,2003.53912402734,59160819
"834","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,1913816,2003.53912402734,59160819
"835","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1618745,2003.53912402734,59160819
"836","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,1514415,2003.53912402734,59160819
"837","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1447718,2003.53912402734,59160819
"838","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1497793,2003.53912402734,59160819
"839","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1780718,2003.53912402734,59160819
"840","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1495442,2003.53912402734,59160819
"841","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1512514,2003.53912402734,59160819
"842","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1534643,2003.53912402734,59160819
"843","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,1438336,2003.53912402734,59160819
"844","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1880328,2003.53912402734,59160819
"845","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1046130,2003.53912402734,59160819
"846","Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1068181,2003.53912402734,59160819
"847","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,4166,1989.43131921665,615820
"848","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,14804,1989.43131921665,615820
"849","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,27284,1989.43131921665,615820
"850","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,57118,1989.43131921665,615820
"851","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,74281,1989.43131921665,615820
"852","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,84065,1989.43131921665,615820
"853","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,62580,1989.43131921665,615820
"854","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,59524,1989.43131921665,615820
"855","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,76046,1989.43131921665,615820
"856","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,58544,1989.43131921665,615820
"857","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,30592,1989.43131921665,615820
"858","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,32764,1989.43131921665,615820
"859","Clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,34052,1989.43131921665,615820
"860","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1356,2001.39014480495,5428751
"861","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,7633,2001.39014480495,5428751
"862","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,23116,2001.39014480495,5428751
"863","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,98417,2001.39014480495,5428751
"864","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,124385,2001.39014480495,5428751
"865","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,195991,2001.39014480495,5428751
"866","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,235746,2001.39014480495,5428751
"867","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,180955,2001.39014480495,5428751
"868","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,178381,2001.39014480495,5428751
"869","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,244688,2001.39014480495,5428751
"870","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,139700,2001.39014480495,5428751
"871","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,215649,2001.39014480495,5428751
"872","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,138108,2001.39014480495,5428751
"873","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,157799,2001.39014480495,5428751
"874","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,229003,2001.39014480495,5428751
"875","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,218747,2001.39014480495,5428751
"876","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,204709,2001.39014480495,5428751
"877","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,164966,2001.39014480495,5428751
"878","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,192319,2001.39014480495,5428751
"879","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,160292,2001.39014480495,5428751
"880","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,158940,2001.39014480495,5428751
"881","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,112119,2001.39014480495,5428751
"882","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,158221,2001.39014480495,5428751
"883","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,93164,2001.39014480495,5428751
"884","Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,101297,2001.39014480495,5428751
"885","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,3196,2006.48859888947,2611193
"886","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,15853,2006.48859888947,2611193
"887","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,8530,2006.48859888947,2611193
"888","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,71106,2006.48859888947,2611193
"889","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,52416,2006.48859888947,2611193
"890","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,86736,2006.48859888947,2611193
"891","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,43707,2006.48859888947,2611193
"892","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,46971,2006.48859888947,2611193
"893","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,36614,2006.48859888947,2611193
"894","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,53605,2006.48859888947,2611193
"895","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,30272,2006.48859888947,2611193
"896","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,25581,2006.48859888947,2611193
"897","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,34162,2006.48859888947,2611193
"898","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,36239,2006.48859888947,2611193
"899","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,32642,2006.48859888947,2611193
"900","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,38852,2006.48859888947,2611193
"901","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,122070,2006.48859888947,2611193
"902","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,56338,2006.48859888947,2611193
"903","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,40282,2006.48859888947,2611193
"904","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,58517,2006.48859888947,2611193
"905","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,49741,2006.48859888947,2611193
"906","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,49834,2006.48859888947,2611193
"907","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,140835,2006.48859888947,2611193
"908","Dauphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,136507,2006.48859888947,2611193
"909","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,23773,2000.66927510541,6945534
"910","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,50132,2000.66927510541,6945534
"911","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,65363,2000.66927510541,6945534
"912","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,138632,2000.66927510541,6945534
"913","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,128534,2000.66927510541,6945534
"914","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,180794,2000.66927510541,6945534
"915","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,183831,2000.66927510541,6945534
"916","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,326701,2000.66927510541,6945534
"917","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,295726,2000.66927510541,6945534
"918","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,294501,2000.66927510541,6945534
"919","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,248004,2000.66927510541,6945534
"920","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,264159,2000.66927510541,6945534
"921","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,174155,2000.66927510541,6945534
"922","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,185080,2000.66927510541,6945534
"923","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,150662,2000.66927510541,6945534
"924","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,156437,2000.66927510541,6945534
"925","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,164058,2000.66927510541,6945534
"926","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,167431,2000.66927510541,6945534
"927","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,202479,2000.66927510541,6945534
"928","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,133134,2000.66927510541,6945534
"929","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,282189,2000.66927510541,6945534
"930","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,279946,2000.66927510541,6945534
"931","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,382592,2000.66927510541,6945534
"932","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,356426,2000.66927510541,6945534
"933","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,311136,2000.66927510541,6945534
"934","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,291084,2000.66927510541,6945534
"935","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,248923,2000.66927510541,6945534
"936","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,276174,2000.66927510541,6945534
"937","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,171456,2000.66927510541,6945534
"938","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,243764,2000.66927510541,6945534
"939","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,258959,2000.66927510541,6945534
"940","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,148450,2000.66927510541,6945534
"941","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,94466,2000.66927510541,6945534
"942","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,48442,2000.66927510541,6945534
"943","Elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,17941,2000.66927510541,6945534
"944","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,13347,1999.99593369558,15980112
"945","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,65276,1999.99593369558,15980112
"946","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,54188,1999.99593369558,15980112
"947","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,250969,1999.99593369558,15980112
"948","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,275093,1999.99593369558,15980112
"949","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,621830,1999.99593369558,15980112
"950","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,596205,1999.99593369558,15980112
"951","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,616312,1999.99593369558,15980112
"952","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,671853,1999.99593369558,15980112
"953","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,754554,1999.99593369558,15980112
"954","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,848734,1999.99593369558,15980112
"955","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,775169,1999.99593369558,15980112
"956","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,720414,1999.99593369558,15980112
"957","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,657278,1999.99593369558,15980112
"958","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,572494,1999.99593369558,15980112
"959","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,518297,1999.99593369558,15980112
"960","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,366362,1999.99593369558,15980112
"961","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,327205,1999.99593369558,15980112
"962","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,344544,1999.99593369558,15980112
"963","Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,399702,1999.99593369558,15980112
